Blocks,Seed,TrainingError,TestError
Original,325977,8.173700053316646,523.6329255180233
Original,549051,9.299420981446683,687.4704435890469
Original,218586,14.978082325155292,586.117636858353
Original,894246,10.17314559772247,453.38350287977005
Original,353111,10.868113564003862,502.7737455219675
Original,394255,11.255301202357522,567.598879597351
Original,953125,8.86849492766603,627.8395229920544
Original,795547,11.492228299220391,694.1691692562579
Original,494250,12.117260704683519,628.8739358755458
Original,748415,13.686378491147652,488.04123220170834
Original,578232,11.64005165777778,514.5713854367912
Original,727935,14.279515865635371,545.8960176329551
Original,7448,10.141306728535177,484.6363180337413
Original,199376,12.18278392208026,658.6130593191555
Original,439243,9.781058805268195,543.6902478648667
Original,682533,14.092864683616886,504.8437828977439
Original,956741,8.534868704732064,599.4647186552444
Original,647855,15.637414652553387,431.5227126797661
Original,996666,13.180990448036681,559.2634022074783
Original,749194,10.254506482930774,643.1648167938357
Original,110084,12.075235609126256,615.7312518255857
Original,491383,13.560744504354918,698.9523546252366
Original,565145,14.217438893429545,828.703227338118
Original,253812,12.483136394030959,670.8482110963116
Original,626794,11.08394563469847,772.4868706081675
Original,234104,17.86744282422357,484.7071042819385
Original,124792,10.233306033591626,828.0298944700552
Original,609875,17.03386215064895,833.5023873218504
Original,672793,6.710124282373642,620.5604587450971
Original,761916,12.676513468279751,572.2446231069824
Original,588872,18.248067523710247,464.7982724520764
Original,365854,11.585729133060044,529.877873303046
Original,131025,13.619133702377427,838.1193273661145
Original,946454,8.067293055124773,546.0214673543728
Original,574324,11.137559514120843,522.8067422191485
Original,677650,8.511438740896267,716.3600557382074
Original,571586,14.478152350362166,665.3657625624899
Original,72716,11.98721889462869,623.8561494847288
Original,701116,9.512790944007019,551.642207021004
Original,95217,14.100136682518789,584.1480048881767
Original,845515,19.432383219759032,725.9277178196495
Original,348995,8.669746715016519,840.9429914258449
Original,768309,10.60803775239237,799.5752946572984
Original,269059,9.891389100599545,521.0052132167649
Original,539631,6.982269450398053,572.1477749973084
Original,293905,14.80682001670566,586.6863634061236
Original,242194,13.382018467342897,529.0145311657733
Original,978070,14.7152662884819,620.0706045415889
Original,853242,16.649877355745886,489.10335206349504
Original,706065,9.445165179143942,550.5189960162083
Original,442139,9.006981363549748,705.4591414244583
Original,884577,16.62493694355585,516.3918465115005
Original,520741,10.5857251823286,593.5680504478994
Original,941831,12.060771555471307,804.5852418573395
Original,810699,13.191176004299468,596.670953114999
Original,464848,11.746402951347394,532.0043204678848
Original,977013,13.202337293330373,807.4996387077449
Original,500161,9.852394471881793,493.7346665823272
Original,715846,8.269574086650154,671.0235987196512
Original,189850,8.251664299105665,593.4040654524086
Original,376441,9.17434261080459,491.94992205421744
Original,565864,7.893160479036145,579.8553433448482
Original,172235,13.615147751275677,585.4262680615086
Original,327351,12.162419862893008,528.6177239137776
Original,632108,9.616867432937825,720.2772849273745
Original,374141,10.895943754642307,654.3629696787257
Original,728543,8.369394947012633,488.75263644557253
Original,2776,7.502412699245775,615.6904907299811
Original,134685,9.128647904021618,727.0462206060556
Original,531899,13.837780162557078,768.7084920399825
Original,73170,11.516342739480937,584.2798971208686
Original,501756,11.30574524717714,536.1121679060876
Original,906940,8.704337217238049,607.6433962042158
Original,116769,16.715304443956413,510.43991430728056
Original,367197,12.593226768305074,604.5881166535356
Original,881164,7.356658411970309,718.9099620445892
Original,671891,12.498604856403288,676.5506388661672
Original,479862,11.860576390805576,528.197231019747
Original,949969,12.322941347344653,578.5579959337485
Original,26233,9.963783114826043,464.05308705229027
Original,347189,6.583971657925801,642.6584413587312
Original,819254,14.667040042484729,620.5147931144024
Original,792832,12.848815936315544,516.700368113361
Original,967230,15.806026697253024,609.54569228841
Original,471452,9.746456717321596,646.6129716482142
Original,193780,8.448069668145594,671.4140603661683
Original,941781,10.460595060764843,728.3786676891157
Original,669388,12.512461577888722,537.7603901910817
Original,892109,14.062973904997861,630.9766119437469
Original,356715,13.005748527911374,706.7992414436778
Original,728948,7.429360105827265,809.0846699052317
Original,400910,9.456143379286544,615.6232839636992
Original,314519,10.493250653368102,633.3411202265299
Original,804720,14.095170654371904,494.01489402364615
Original,108778,10.773079151558607,771.7379610887717
Original,498061,17.50549202591386,654.9322726280509
Original,553733,17.007040626375858,628.417123639984
Original,488934,11.071704504491304,614.3700729581544
Original,491581,14.687260621272245,644.3417611386062
Original,932783,17.64233157702497,538.7365673866123
