Objects;V;S;R;G;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;PSA;HSA;PSAR;PHSAR;DRDRDR;DRDRAC;DRDRDO;DRACAC;DRACDO;DRDODO;ACACAC;ACACDO;ACDODO;DODODO;DD1;DD2;DD3;DD4;DD5;DD6;DD7;DD8;Log_Ptol
ZiSiSte_065;319.25;243.716;1.30992;1.12065;561;251.5;71.875;24.25;8.375;2.75;0.125;0;168.875;77.875;38.625;20;10.125;4.375;2.375;1.875;72;24.75;9.875;3.875;0.625;0;0;0;0;0;0;0;0.130511;0.826207;1.67399;2.64059;2.30186;1.03194;0.294912;0.0995009;0.0343637;0.0112836;0.000512891;0;0.043153;0.0242662;0.0351476;0.091296;0.692916;0.319531;0.158483;0.0820626;0.0415442;0.0179512;0.00974493;0.00769337;0.216828;0.1375;4.40113;29.7158;26.02;217.696;0.106763;0.119524;4.38819;0;4.24903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.35
ZiSiSte_068;363.25;268.335;1.35372;1.13785;884.5;706.375;409;153.875;64.5;26.125;10.25;1.875;70.25;38.875;25.75;12.875;6;2.375;0.375;0;96.125;26;8.25;1.375;0;0;485.5;181.375;74.25;28.625;6.25;0;0.116976;0.224454;1.31984;2.68113;3.29625;2.63244;1.52421;0.573444;0.240371;0.0973597;0.0381985;0.00698754;0.00891255;0.00827085;0.0204938;0.133127;0.2618;0.144875;0.0959622;0.0479811;0.0223601;0.00885088;0.00139751;0;2.50485;2.02913;3.72784;12.5169;74.45;193.885;0.277452;0.383991;4.34599;5.37745;5.37047;7.0513;7.0513;0;7.7616;7.7616;0;0;0.875;0.25;0.25;0.5;0;0;0;0;0.62
ZiSiSte_069;324.25;247.147;1.31197;1.12674;747.125;546.5;279.625;91.5;28.875;6.375;0.5;0;81;42.5;20;8.625;3.875;1.25;0.25;0;93.625;29;10.75;1.75;0;0;305.75;97;31.25;5.625;0.625;0;0.010175;0.0341132;0.783208;2.86019;3.023;2.21124;1.13141;0.370226;0.116834;0.0257944;0.00202309;0;0.0244366;0.0199944;0.0671863;0.482261;0.327741;0.171963;0.0809237;0.0348983;0.015679;0.00505773;0.00101155;0;1.44375;0.73913;1.95584;7.46168;57.38;189.767;0.23217;0.302372;4.31599;4.9877;4.21273;5.27278;4.35168;0;6.7578;6.7578;0;0;0.125;0.125;0;0;0;0;0;0;-0.19
ZiSiSte_070;319.75;241.339;1.3249;1.10257;785.625;608.75;349;135.25;59.5;25;11.25;1.25;78.875;44.375;25.75;13.375;6.625;3.625;1.5;0.5;0;0;0;0;0;0;426.75;162.5;70.25;30.75;12.75;1.25;0.119919;0.267798;1.627;3.00246;3.25527;2.52238;1.4461;0.560415;0.246541;0.103589;0.0466149;0.00517943;0.026577;0.0594749;0.128373;0.246029;0.326822;0.18387;0.106696;0.0554199;0.027451;0.0150204;0.00621532;0.00207177;2.31068;1.86916;3.24394;2.15499;63.22;178.119;0.261955;0.354931;4.15983;4.82178;0;5.23997;0;0;6.6056;0;0;0;0.125;0.375;0;0.25;0;0;0.125;0;-0.602
ZiSiSte_071;446;322.749;1.38188;1.22246;793.375;441.125;205.75;90;45.25;15.75;0;0;198.625;102.25;33.875;15.125;9.375;5.75;4.5;3.125;160;69;30.25;7.125;0;0;255.5;110.5;52.75;17;0;0;0.217023;0.840148;1.50658;0;2.45818;1.36678;0.637493;0.278855;0.140202;0.0487996;0;0;0.10252;0.160662;0.261167;0.346447;0.615417;0.31681;0.104958;0.0468631;0.0290474;0.0178157;0.0139427;0.00968246;1.33579;1.04132;7.79603;0.935937;26.02;296.729;0.08062;0.0876895;5.85534;4.51129;4.51129;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;1.68
ZiSiSte_078;469;323.874;1.4481;1.1686;711.75;249.875;21.875;0;0;0;0;0;316.25;170.125;70.375;37.375;24;14.125;8;4.625;0;0;0;0;0;0;0;0;0;0;0;0;0.00308865;0.00716488;0;0;2.19762;0.77152;0.0675418;0;0;0;0;0;0.00599796;0.00952879;0.0149778;0.0235279;0.976461;0.525282;0.217291;0.1154;0.074103;0.0436127;0.024701;0.0142803;0;0;0.460976;140.75;0;323.874;0;0;8.48963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.267
ZiSiSte_079;406.625;306.732;1.32567;1.24228;793.125;510.625;270.375;114.125;59.125;27.375;8;0.5;105.25;55.375;29.625;19.125;10.375;6.5;3.5;0.625;80.75;24.375;9;1.5;0;0;310.875;131;64.375;28.625;8.25;0;0.0534599;0.186876;0.535555;1.61058;2.58573;1.66473;0.88147;0.372067;0.192758;0.0892473;0.0260814;0.00163009;0.0723528;0.0710983;0.0902965;0.217814;0.343133;0.180532;0.0965827;0.0623508;0.0338243;0.0211911;0.0114106;0.00203761;1.99578;1.43137;2.23409;1.76551;48.73;258.002;0.158868;0.188874;7.62277;8.62615;7.30831;7.72259;7.52052;0;6.63856;6.63856;0;0;0.125;0.125;0;0;0;0;0.25;0;0.63
ZiSiSte_080;411.125;306.648;1.34071;1.22817;838.375;584.375;346.75;157;82.625;41.25;14.75;1.5;107.625;44.125;14.125;7.25;3.25;2.375;1.625;0.75;89.125;24.875;7.875;1.5;0;0;390.875;186.25;94.375;45.875;13;0.625;0.108263;0.266507;0.595601;0.874875;2.734;1.90569;1.13078;0.511988;0.269446;0.134519;0.0481008;0.00489161;0.0918367;0.230229;0.430943;0.506996;0.350973;0.143895;0.0460626;0.0236428;0.0105985;0.00774505;0.00529924;0.0024458;5.84956;5.68966;4.83363;0.193584;63.6;243.048;0.207404;0.261677;6.83006;9.16098;8.4602;7.60877;7.60877;0;2.75512;2.75512;0;0;2.25;1;0.25;0.125;0.25;0.125;0;0.125;-0.49
ZiSiSte_082;264.375;195.628;1.35142;0.973192;402.5;70.5;0;0;0;0;0;0;193.875;99.25;21.25;7.875;4.625;2.375;2.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00448983;0;0;0;2.05748;0.360379;0;0;0;0;0;0;0.00630724;0.00714982;0.0194475;0.0335359;0.991041;0.507341;0.108625;0.040255;0.0236419;0.0121404;0.0108625;0;0;0;0.122927;42.5;0;195.628;0;0;2.54014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64
ZiSiSte_083;505.875;346.002;1.46206;1.19632;871.375;482;269.875;107.875;53.25;25.25;9.125;0.375;214.625;115;43;25.375;13.75;7.625;4.75;0.5;0;0;0;0;0;0;323.25;136.75;68.25;32.375;9.875;0;0.00588826;0.0131323;0.0257845;0.0566891;2.51841;1.39305;0.779981;0.311775;0.153901;0.0729764;0.0263727;0.00108381;0.00366075;0.0104965;0.0224712;0.0362751;0.6203;0.332368;0.124277;0.0733377;0.0397396;0.0220374;0.0137282;0.00144508;1.23837;0.995074;0.155309;14.4802;34.14;311.862;0.0986699;0.109471;9.94752;9.4648;0;6.22709;0;0;0;0;0;0;0.125;0.25;0.125;0;0;0;0;0;4.15
ZiSiSte_084;308.375;233.786;1.31905;1.08999;675.25;428.25;219.875;98.75;54.125;28;9.25;1.375;125.5;68.25;23.5;9.5;5.375;2.75;1.875;0;77;25;7.25;0.5;0;0;253;116.75;60.375;29.75;7.5;0;0.275361;0.813439;1.64338;2.52418;2.88832;1.8318;0.940495;0.422394;0.231515;0.119767;0.039566;0.00588143;0.114813;0.0805895;0.129256;0.220645;0.536815;0.291933;0.100519;0.0406354;0.0229911;0.0117629;0.00802014;0;2.30319;2.94737;4.58383;1.53834;37.3;196.486;0.159547;0.189835;4.32661;5.20537;5.20537;5.42505;5.42505;0;0;0;0;0;1.125;0.75;0.625;0.25;0.125;0;0.125;0;0.36
ZiSiSte_087;431.75;307.432;1.40438;1.17399;662;211.5;13.125;0;0;0;0;0;299.5;165.75;56.125;29.125;19.875;10.125;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0.00665763;0.0142434;0;0;2.15332;0.687957;0.0426924;0;0;0;0;0;0.0102906;0.0177241;0.0213094;0.0355847;0.9742;0.539144;0.182561;0.0947364;0.0646485;0.0329341;0.0195165;0.00650551;0;0;0.517308;112.25;0;307.432;0;0;7.70273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.82
ZiSiSte_088;829.125;564.568;1.4686;1.52135;1331.38;874.625;474.625;223.125;120;55.625;15.75;2.25;212.75;94.375;41.75;22.125;13.875;7.375;5;3.25;217.75;88.125;40.375;11.625;0.5;0;575.5;263.625;133.875;57;11.375;0;0.101283;0.305343;0.633831;1.16912;2.35822;1.54919;0.840686;0.395213;0.212552;0.0985266;0.0278974;0.00398534;0.0582769;0.108238;0.152858;0.210203;0.376837;0.167163;0.0739503;0.0391892;0.0245763;0.0130631;0.00885632;0.00575661;2.87425;2.51412;6.76966;0.491321;75.85;488.718;0.13435;0.155202;25.678;26.6238;26.6238;24.6715;24.6715;5.0457;15.2385;15.2385;4.49105;0;3;0.125;1.125;0;1.25;0.5;1;0.5;1.076
ZiSiSte_089;227.375;183.892;1.23646;1.03128;336.375;46.25;0;0;0;0;0;0;182;78;19.5;4.25;0.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0368596;0;0;0;1.8292;0.251506;0;0;0;0;0;0;0.054401;0.086755;0.199795;0;0.98971;0.424162;0.10604;0.0231114;0.00203924;0;0;0;0;0;1.75066;39;0;183.892;0;0;1.37865;0;0;0;0;0;0;0;0;0;0.125;0.125;0;0;0;0;0;0;2.035
ZiSiSte_090;255.375;211.937;1.20496;1.13607;463.375;280;165.375;77.375;41.125;20;4.125;0;83;20.875;4.125;0.5;0;0;0;0;114.5;47.375;19.375;4.125;0;0;200.5;96.5;51;22;3;0;0.339141;0.871442;1.54691;1.91423;2.18638;1.32115;0.780302;0.365084;0.194043;0.0943675;0.0194633;0;0.120168;0.306493;0;0;0.391625;0.0984961;0.0194633;0.00235919;0;0;0;0;9.9697;40;6.06975;0.0854218;20.23;191.707;0.0954528;0.105525;1.1053;2.06447;2.06447;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;-0.3
ZiSiSte_091;257.625;207.47;1.24174;1.09074;445.375;270.25;156.625;73.625;40.625;20.875;5.375;0;76.375;18.875;3;0.5;0.125;0;0;0;109.75;46.125;20.125;3.875;0;0;195.25;91;48.875;22.5;3.875;0;0.315252;0.810888;1.38625;1.64957;2.14669;1.3026;0.754927;0.35487;0.195811;0.100617;0.0259073;0;0.109332;0.319382;0.473097;0;0.368125;0.0909769;0.0144599;0.00240998;0.000602496;0;0;0;13.5417;41.75;5.86126;0.0616664;20.23;187.24;0.0975079;0.108043;1.15074;3.23835;3.23835;0;0;0;0;0;0;0;3.875;0.5;0.25;0.375;0.125;0;0;0;-0.313
ZiSiSte_093;256.875;208.204;1.23376;1.09973;283.625;14.875;0;0;0;0;0;0;157;45.75;9;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00784075;0;0;0;1.36224;0.0714443;0;0;0;0;0;0;0.0123473;0.0573331;0;0;0.754067;0.219736;0.0432268;0.00720447;0;0;0;0;0;0;0.66339;18;0;208.204;0;0;1.08978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.264
ZiSiSte_094;250.375;201.523;1.24241;1.07441;436.625;231.5;130.5;64.25;36;19;6.125;0.125;98.75;31.125;9.25;3.5;0.5;0;0;0;0;0;0;0;0;0;155.75;75.875;42.375;19.5;5.5;0;0.333067;1.03183;1.80812;2.46693;2.16662;1.14875;0.647568;0.318822;0.17864;0.094282;0.0303935;0.000620276;0.0844616;0.0924187;0.411002;0;0.490018;0.154449;0.0459004;0.0173677;0.00248111;0;0;0;3.89189;5.42857;4.11451;0.761973;17.07;184.453;0.0847049;0.0925438;1.1238;3.31739;0;0;0;0;0;0;0;0;1.75;1.125;0.375;0.25;0.125;0;0;0;0.4
ZiSiSte_097;212.75;173.029;1.22956;1.00597;293.375;25.75;0;0;0;0;0;0;170.5;51.75;17.75;3.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0302243;0;0;0;1.69552;0.148819;0;0;0;0;0;0;0.0458416;0.102852;0;0;0.985382;0.299082;0.102584;0.0187829;0;0;0;0;0;0;1.56132;35.5;0;173.029;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;1.718
ZiSiSte_098;186.75;159.938;1.16764;1.01845;528.375;363.375;205.125;65.625;0;0;0;0;38.625;0;0;0;0;0;0;0;0;0;0;0;0;0;236.5;73.125;0;0;0;0;0.155142;0.337358;0;0;3.30363;2.27198;1.28253;0.410316;0;0;0;0;0.207176;0;0;0;0.2415;0;0;0;0;0;0;0;0;0;0;0;5.1;154.838;0.0318874;0.0329377;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;1.953
ZiSiSte_099;727.875;494.104;1.47312;1.41888;1089.38;507.375;205;43.625;19.875;11.375;5.25;1.5;362;169.125;80.375;48.375;31.375;23;15.625;11.5;0;0;0;0;0;0;268;74.5;27.5;14.75;6.625;1.875;0.0252347;0.132316;0.938281;1.21419;2.20475;1.02686;0.414892;0.0882911;0.0402243;0.0230215;0.0106253;0.0030358;0.0187961;0.0627142;0.108009;0.135137;0.732639;0.342286;0.162668;0.0979045;0.0634988;0.0465489;0.0316229;0.0232744;0.247278;0.235142;5.7526;6.80865;18.02;476.084;0.0364701;0.0378505;16.2258;12.2579;0;10.2885;0;0;0;0;0;0;0.25;0.625;0.125;0;0.125;0.125;0.125;0.25;6.6
ZiSiSte_100;244.125;196.162;1.2445;1.05824;293.875;19.75;0;0;0;0;0;0;164.875;56.125;13.5;5;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00902228;0;0;0;1.49812;0.100682;0;0;0;0;0;0;0.0176726;0.0252466;0.151058;0;0.840502;0.286115;0.0688205;0.0254891;0.014019;0;0;0;0;0;0.275893;27;0;196.162;0;0;1.91739;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0.125;0;0;0;2.915
ZiSiSte_102;309.25;240.719;1.28469;1.13561;616.375;388;237.125;108.375;55;24.25;5.75;0;97.75;35.75;5.75;0.75;0.25;0;0;0;118.375;44.75;18.25;4.75;0;0;280.875;138.375;69.375;28.875;5.375;0;0.290246;0.710594;1.35008;1.84208;2.56056;1.61184;0.985071;0.450214;0.228482;0.10074;0.0238868;0;0.122136;0.248789;0.500512;0;0.406075;0.148514;0.0238868;0.00311567;0.00103856;0;0;0;9.56522;32.3333;6.15157;0.103278;32.86;207.859;0.136508;0.158088;2.80725;5.1153;5.1153;2.68338;2.68338;0;0;0;0;0;0.875;0;0.125;0.125;0;0;0;0;0.308
ZiSiSte_103;651.125;465.331;1.39927;1.44961;1215.62;796.75;442;198.125;104.75;53.875;23.75;6.5;222;109.75;65.625;44.375;33.125;24.125;14.125;6.125;147.875;28.875;7.375;1;0;0;530.5;223.375;110.625;48.375;13.5;0.25;0.00895701;0.0140758;0.024514;0.112765;2.61239;1.71222;0.949861;0.425772;0.225109;0.115778;0.0510389;0.0139685;0.00913368;0.0195377;0.0227827;0.0710731;0.47708;0.235854;0.141029;0.0953622;0.0711859;0.0518448;0.0303547;0.0131627;1.59619;1.21408;0.326452;6.74902;97.46;367.871;0.209442;0.26493;21.1974;24.3577;17.417;23.5856;18.7702;4.94658;20.0756;18.3401;5.94649;0;2.375;0.25;1.625;1.375;0.5;0.5;0.375;0.125;1.04
ZiSiSte_104;539;375.747;1.43448;1.27065;763.25;247.125;40.25;13.375;6.625;3;1.625;0.375;316.375;137.5;55.75;23.5;9.875;4;2.125;1;0;0;0;0;0;0;67.5;21.25;9.625;5.125;2.25;0.625;0.00863832;0.309878;0.665558;0.814459;2.03129;0.657691;0.10712;0.0355958;0.0176316;0.00798411;0.00432472;0.000998013;0.0226346;0.104017;0.176053;0.335845;0.84199;0.365938;0.148371;0.0625422;0.026281;0.0106455;0.00565541;0.00266137;0.118834;0.12766;4.31395;6.41731;3.24;372.507;0.00862283;0.00869783;11.9856;6.26718;0;0;0;0;0;0;0;0;1.375;2.25;1.75;0.5;0.125;0.125;0;0.125;3.49
ZiSiSte_106;724.125;496.093;1.45965;1.43485;1235.75;775.75;439.875;190.75;99.25;49.25;22;6.875;182;90.625;60.875;43.875;30.75;20.75;11.5;4.125;156;28.375;6.875;0.875;0;0;530.875;216.375;106.875;48.75;13;0.125;0.00723553;0.0111773;0.0214202;0.0656542;2.49096;1.56372;0.886678;0.384504;0.200063;0.0992757;0.0443465;0.0138583;0.0124116;0.0273627;0.0402903;0.117556;0.366866;0.182677;0.122709;0.088441;0.0619843;0.0418268;0.0231811;0.00831497;1.63039;1.12251;0.517078;4.12402;97.46;398.633;0.196455;0.244485;25.2197;26.4519;22.5457;24.492;21.3226;6.07989;19.7165;17.5487;5.99816;0;2;0.25;2.625;1.5;0.375;1;0.5;1;1.16
ZiSiSte_108;1005;654.555;1.53539;1.56685;1420.38;818.375;420.25;176;89;40.875;11;4.5;272.75;133.125;38.25;18.5;10.375;6.875;4.125;2;0;0;0;0;0;0;510.625;218.625;102.125;40.125;6;0;0.032261;0.119785;0.252342;0.376079;2.16999;1.25028;0.642039;0.268885;0.13597;0.062447;0.0168053;0.0068749;0.0175151;0.0512368;0.110064;0.166356;0.416695;0.203383;0.0584367;0.0282635;0.0158505;0.0105033;0.00630199;0.00305551;2.3268;2.20946;3.51158;0.93369;95.84;558.715;0.14642;0.171537;33.3477;32.6655;0;27.248;0;0;19.1853;0;0;0;0;0;0;0;0;0;0;0;2.93
ZiSiSte_110;219.25;180.057;1.21767;1.03621;349.25;51.375;0;0;0;0;0;0;199.375;66.625;27.25;8;2.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0148783;0;0;0;1.93966;0.285326;0;0;0;0;0;0;0.0266183;0.0431897;0.17043;0;1.10729;0.370022;0.151341;0.0444304;0.0131903;0;0;0;0;0;0.779534;54.5;0;180.057;0;0;0;0;0;0;0;0;0;0;0;0;9;5.625;2.375;0.5;0.25;0;0;0;1.71
ZiSiSte_112;268.875;220.038;1.22195;1.14149;369.5;165.5;89.125;37.625;18.5;7.625;0.5;0;90;15.25;0;0;0;0;0;0;0;0;0;0;0;0;111.625;48.125;23.5;8.875;0;0;0.149471;0.584392;1.12968;1.68804;1.67925;0.752142;0.405043;0.170993;0.0840763;0.0346531;0.00227233;0;0.0383252;0;0;0;0.40902;0.0693062;0;0;0;0;0;0;37;15.25;0;0;12.53;207.508;0.0569447;0.0603832;2.01061;1.03121;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;1.3
ZiSiSte_113;270.125;218.484;1.23636;1.12418;394.875;181.25;90.125;35.25;15.25;4;0.125;0;110.375;24;2.25;1.25;0.375;0;0;0;51.375;21.25;10;4;0.75;0;62.375;21.75;7.375;0.625;0;0;0.149229;0.591007;1.09119;2.21887;1.80734;0.829582;0.412502;0.161339;0.0697993;0.018308;0.000572125;0;0.0650048;0.36452;0.451924;0;0.505187;0.109848;0.0102983;0.00572125;0.00171638;0;0;0;6.77778;3.2;5.8432;0.0824012;12.03;206.454;0.0550613;0.0582698;1.64951;1.03914;1.03914;0;0;0;0;0;0;0;1.125;1.375;0.5;0.375;0.125;0;0;0;-0.241
ZiSiSte_114;340.875;251.287;1.35652;1.09884;444.5;172.25;79.75;35.25;18.5;7.25;0.375;0;138.75;23.875;5.625;0;0;0;0;0;0;0;0;0;0;0;103.375;42.75;20.875;7.5;0.25;0;0.132217;0.696703;1.20024;1.68836;1.7689;0.685472;0.317367;0.140278;0.0736211;0.0288515;0.00149232;0;0.0416393;0.150726;0;0;0.552158;0.095011;0.0223848;0;0;0;0;0;3.28889;14.5;5.52356;0.286146;12.53;238.757;0.0498634;0.0524802;3.81638;2.71004;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;1.87
ZiSiSte_116;183.125;161.334;1.13507;1.05224;335.625;207.875;110.625;47.5;19.125;4.25;0.125;0;58.75;6;1.625;0;0;0;0;0;54.5;23.5;10.375;3.625;0.375;0;81.25;31.25;12.625;2.125;0;0;0.310232;0.787704;1.39827;3.00169;2.08031;1.28848;0.685689;0.29442;0.118543;0.0263428;0.00077479;0;0.114803;0.393974;0;0;0.364151;0.0371899;0.0100723;0;0;0;0;0;11.7692;8.5;5.35047;0.0575834;12.03;149.304;0.0745657;0.0805738;0;0.980496;0.980496;0;0;0;0;0;0;0;0.625;0.125;0;0;0;0;0;0;-1.186
ZiSiSte_117;182.125;159.089;1.1448;1.03601;319;193.375;106.625;46.875;21.125;6.625;0;0;14.25;3.375;0.375;0;0;0;0;0;0;0;0;0;0;0;127.25;55.25;23.875;6.75;0;0;0.37325;0.946442;1.73411;0;2.00516;1.21551;0.670221;0.294646;0.132787;0.0416433;0;0;0.18024;0.387697;0;0;0.0895723;0.0212145;0.00235717;0;0;0;0;0;42.25;13.25;5.97707;0.0118683;12.53;146.559;0.0787608;0.0854944;0;0.933014;0;0;0;0;0;0;0;0;0.125;0.125;0;0;0;0;0;0;0.186
ZiSiSte_119;667.125;460.288;1.44937;1.39191;933.25;445.375;193.625;74.375;38.875;20;6.25;0.75;291.375;139.25;44;20.25;12.875;7.625;4.625;2.375;0;0;0;0;0;0;256.75;96.875;49.875;24.125;7.25;0.5;0.0759395;0.418987;0.900085;1.32125;2.02754;0.967601;0.420661;0.161584;0.0844581;0.0434511;0.0135785;0.00162942;0.046258;0.103193;0.167139;0.220925;0.633028;0.302528;0.0955924;0.0439942;0.0279716;0.0165657;0.0100481;0.00515982;0.883523;0.987654;6.54768;1.3817;15.77;444.518;0.0342612;0.0354767;14.303;12.4398;0;5.58759;0;0;0;0;0;0;0.375;2.625;0.125;1;0.875;0.375;0.875;0.5;3.81
ZiSiSte_120;353.25;272.787;1.29497;1.1993;475.5;176.5;77.875;27;8;2.625;0.375;0;159.25;46.25;8.5;1.375;0.125;0;0;0;40.875;15.875;7;3;0.625;0;62.75;18.625;3.5;0;0;0;0.0901188;0.493702;1.00019;1.53521;1.74312;0.647025;0.285479;0.0989784;0.0293269;0.0096229;0.0013747;0;0.0362925;0.128158;0.376257;0;0.583789;0.169546;0.0311599;0.00504057;0.000458233;0;0;0;0.941176;1.90909;4.68227;0.910139;12.03;260.757;0.0441004;0.0461349;3.02796;1.98628;1.98628;0;0;0;0;0;0;0;0.125;0.125;0.125;0;0;0;0;0;1.161
ZiSiSte_122;653.625;447.842;1.4595;1.36343;994.875;536.625;286.125;121;55.75;28.125;12.375;2.875;210;59.25;22.5;11.25;5.125;2.25;1.25;0.75;48.25;12.625;4.625;1;0;0;330.375;140.5;61.625;32.375;13.375;3.5;0.0583789;0.206057;0.413127;0.534149;2.22149;1.19825;0.638897;0.270185;0.124486;0.0628012;0.0276325;0.00641968;0.0294321;0.0841542;0.144699;0.28785;0.468916;0.132301;0.0502409;0.0251205;0.0114438;0.0050241;0.00279116;0.0016747;2.47778;2.5;3.21155;0.661742;44.58;403.262;0.0995441;0.110549;16.5637;15.096;14.0149;10.9487;10.3671;0;1.57783;5.43769;0;0;1.5;0.5;1.125;0.25;0.5;0.125;0;0;1.05
ZiSiSte_123;170.375;148.679;1.14592;1.00056;159.375;0;0;0;0;0;0;0;109.375;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00743448;0;0;0;1.07194;0;0;0;0;0;0;0;0.0105788;0;0;0;0.735643;0.174873;0;0;0;0;0;0;0;0;0;0;0;148.679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.891
ZiSiSte_124;168.75;153.436;1.09981;1.05906;395;292.875;169.75;81.5;43.25;19.625;3.125;0;37;4.75;0;0;0;0;0;0;121.25;50.25;22.25;3.375;0;0;205.625;100;53.625;23.25;1.625;0;0.493058;0.990828;1.70484;1.97355;2.57436;1.90878;1.10632;0.531166;0.281876;0.127903;0.0203668;0;0.181524;0;0;0;0.241143;0.0309575;0;0;0;0;0;0;86.5;39.25;0;0;20.23;133.206;0.131846;0.15187;0;1.02739;1.02739;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;-1.46
ZiSiSte_125;161.875;145.708;1.11096;1.02168;203.125;0;0;0;0;0;0;0;137;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00287165;0;0;0;1.39406;0;0;0;0;0;0;0;0.00601642;0;0;0;0.94024;0.26766;0;0;0;0;0;0;0;0;0;0;0;145.708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.443
ZiSiSte_126;268.875;219.899;1.22272;1.1404;486.75;314;173.875;72.25;32.5;16.375;5.375;0.125;66.75;12.5;1.875;0.5;0;0;0;0;0;0;0;0;0;0;218.625;88.25;39.125;19.25;5.875;0;0.197728;0.525342;1.75495;2.31501;2.21352;1.42793;0.790706;0.328561;0.147795;0.0744662;0.0244431;0.000568444;0.0517452;0.201161;0;0;0.303549;0.0568444;0.00852666;0.00227378;0;0;0;0;17.3333;32.75;3.93554;0.0668732;26.3;193.599;0.119601;0.135848;1.68565;3.22816;0;2.37763;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0.96
ZiSiSte_127;349.625;264.803;1.32032;1.15893;482.625;104.5;1.75;0;0;0;0;0;223.625;101.125;29.25;14;7.875;4.125;2.875;2.25;0;0;0;0;0;0;0;0;0;0;0;0;0.0117171;0.198152;0;0;1.82258;0.394633;0.00660869;0;0;0;0;0;0.0176393;0.0570118;0.101456;0.157748;0.844496;0.381888;0.110459;0.0528695;0.0297391;0.0155776;0.0108571;0.00849688;0;0;0.486107;58.5;0;264.803;0;0;5.1865;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;3.653
ZiSiSte_128;371;265.882;1.39536;1.09883;457;77.125;0;0;0;0;0;0;209.25;73.75;16.5;3.625;0.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00310924;0;0;0;1.71881;0.290073;0;0;0;0;0;0;0.00351384;0.0445141;0.0952365;0;0.787005;0.277379;0.0620577;0.0136339;0.00329094;0;0;0;0;0;0.880944;33;0;265.882;0;0;4.53938;0;0;0;0;0;0;0;0;0;0.25;0.5;0.375;0.25;0.125;0;0;0;5.498
ZiSiSte_129;340.125;260.691;1.30471;1.16365;436;165.875;78.75;33;16.375;7.625;1;0;134.25;23.25;3.125;0.125;0.125;0;0;0;0;0;0;0;0;0;104.125;41.5;20;9.25;0.75;0;0.10276;0.571243;1.05508;1.3036;1.67248;0.636291;0.302082;0.126587;0.0628139;0.0292492;0.00383597;0;0.0400621;0.2247;0.47537;0;0.514978;0.0891862;0.0119874;0.000479496;0.000479496;0;0;0;5.24;15.25;5.75116;0.116059;12.53;248.161;0.0480647;0.0504915;3.85438;2.63815;0;0;0;0;0;0;0;0;2.125;0.875;0.375;0;0.125;0;0;0;1.74
