Objects;V;S;R;G;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;PSA;HSA;PSAR;PHSAR;DRDRDR;DRDRAC;DRDRDO;DRACAC;DRACDO;DRDODO;ACACAC;ACACDO;ACDODO;DODODO;DD1;DD2;DD3;DD4;DD5;DD6;DD7;DD8;Log_Ptol
ZiSiSte_135;824.875;555.478;1.48498;1.4924;1446.62;907.5;459.5;197;100.625;44.875;20.625;5.875;293.75;151;67.25;36.625;18.75;12;7.375;2.75;129.375;45.5;18.5;5;0;0;571.75;240.125;119.125;50.25;19.25;3.25;0.0629451;0.211642;0.467177;0.881343;2.60429;1.63373;0.827216;0.35465;0.18115;0.0807863;0.0371302;0.0105765;0.0478105;0.0679302;0.0904491;0.156089;0.528824;0.271838;0.121067;0.0659342;0.0337547;0.021603;0.0132769;0.00495069;1.49628;1.22526;4.51446;1.40385;45.94;509.538;0.0827036;0.0901601;19.9256;21.4235;16.8475;24.4004;16.7403;0;6.13088;5.56408;0;0;0.125;0.625;0;0;0;0.125;0;0;3.05
ZiSiSte_136;380.375;285.903;1.33044;1.19506;643.875;352.625;181.625;85.875;46.5;22.625;5;0;145.5;49.75;11.75;3;1.125;0.25;0;0;124.625;50.75;20.5;3.375;0;0;224;106.375;56;25;3.625;0;0.278778;0.900405;1.60313;1.93631;2.25208;1.23337;0.635269;0.300364;0.162643;0.0791353;0.0174885;0;0.0869072;0.132159;0.208881;0;0.508914;0.17401;0.0410979;0.0104931;0.00393491;0.000874424;0;0;3.95745;7.54167;6.57262;0.377222;20.23;265.673;0.0707584;0.0761463;3.65339;3.7883;3.7883;0;0;0;0;0;0;0;0.125;0.5;0.125;0;0;0;0;0;1.87
ZiSiSte_137;382.875;290.487;1.31804;1.21593;600.25;290.875;146;72.25;40.25;21.5;8.75;0.625;161.5;52.25;18.375;5.375;2.125;0.25;0;0;0;0;0;0;0;0;175.75;87.625;50;25.125;7.25;0;0.239308;0.924454;1.63288;2.08767;2.06636;1.00133;0.502604;0.24872;0.13856;0.0740136;0.0301218;0.00215156;0.0563447;0.0679681;0.16339;0;0.555962;0.17987;0.0632558;0.0185034;0.0073153;0.000860623;0;0;2.19048;4;5.35699;1.2662;17.07;273.417;0.0587633;0.0624321;3.09305;5.46309;0;0;0;0;0;0;0;0;0;0.875;0.125;0.125;0.125;0;0;0;2.368
ZiSiSte_139;330.875;254.799;1.29857;1.15586;407.5;54.75;0.25;0;0;0;0;0;208.5;70.25;20.125;5.375;2.25;0.625;0.5;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0.0154236;0.298803;0;0;1.5993;0.214875;0.000981166;0;0;0;0;0;0.0208319;0.0690725;0.223464;0.448363;0.818293;0.275708;0.0789839;0.0210951;0.0088305;0.00245292;0.00196233;0.000490583;0;0;0.939053;40.25;0;254.799;0;0;2.60379;0;0;0;0;0;0;0;0;0;1.25;0.875;0.125;0;0;0.125;0.125;0.125;4.003
ZiSiSte_140;340.125;262.704;1.29471;1.17716;593.375;338.375;179.25;86;46.25;22.375;5.625;0;126.875;42.25;12.125;3.125;1;0;0;0;121.75;49.875;21.875;3.25;0;0;221.125;105;55.625;26.25;2.25;0;0.306353;0.932419;1.62333;2.01741;2.25872;1.28805;0.682327;0.327365;0.176054;0.0851719;0.0214119;0;0.099634;0.124907;0.200744;0;0.482958;0.160827;0.0461546;0.0118955;0.00380657;0;0;0;3.81443;7.16;5.8442;0.453497;20.23;242.474;0.0770068;0.0834316;2.22324;3.51106;3.51106;0;0;0;0;0;0;0;1.625;0.5;0.625;0.25;0.5;0;0;0;1.29
ZiSiSte_141;340.25;253.03;1.3447;1.11233;539.75;267.875;147.625;74.5;42.5;23.5;8.25;0.25;141.125;44.5;13.875;4.125;1.375;0.5;0.125;0;0;0;0;0;0;0;174.375;89.5;49.125;23.5;6.75;0;0.278996;0.979533;1.70849;2.22795;2.13314;1.05867;0.583428;0.294431;0.167964;0.0928743;0.0326048;0.000988024;0.0652587;0.101745;0.305031;0.457203;0.55774;0.175868;0.0548354;0.0163024;0.00543413;0.00197605;0.000494012;0;3.06306;5.69697;5.23246;0.692088;17.07;235.96;0.0674623;0.0723427;2.31745;3.69567;0;0;0;0;0;0;0;0;0.5;0.625;0.25;0;0;0;0;0;1.695
ZiSiSte_142;335.25;254.119;1.31926;1.13622;386;46.25;0;0;0;0;0;0;198.25;60.625;15.5;3;0.625;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00963781;0;0;0;1.51897;0.182001;0;0;0;0;0;0;0.00996322;0.0445762;0.238628;0;0.780145;0.238569;0.060995;0.0118055;0.00245947;0.000491895;0;0;0;0;0.392226;31;0;254.119;0;0;2.40755;0;0;0;0;0;0;0;0;0;0.125;0.25;0.125;0.125;0.125;0.125;0;0;4.641
ZiSiSte_143;340.125;262.704;1.29471;1.17716;593.375;338.375;179.25;86;46.25;22.375;5.625;0;126.875;42.25;12.125;3.125;1;0;0;0;121.75;49.875;21.875;3.25;0;0;221.125;105;55.625;26.25;2.25;0;0.306353;0.932419;1.62333;2.01741;2.25872;1.28805;0.682327;0.327365;0.176054;0.0851719;0.0214119;0;0.099634;0.124907;0.200744;0;0.482958;0.160827;0.0461546;0.0118955;0.00380657;0;0;0;3.81443;7.16;5.8442;0.453497;20.23;242.474;0.0770068;0.0834316;2.22324;3.51106;3.51106;0;0;0;0;0;0;0;1.625;0.5;0.625;0.25;0.5;0;0;0;1.29
ZiSiSte_144;275.375;214.235;1.28539;1.07074;644.375;434.375;191.625;74.875;32.125;12.375;1.5;0;82.5;46;15.125;6.75;2.75;2;0.75;0;159.625;55.625;20.375;3.375;0;0;160.25;66.5;35.75;13.75;1;0;0.00125438;0.0118462;0.124913;0.297134;3.00779;2.02756;0.894461;0.349499;0.149952;0.0577637;0.00700165;0;0.00379716;0.0201473;0.0291464;0.0154332;0.385091;0.214717;0.0706;0.0315074;0.0128364;0.00933554;0.00350083;0;2.12397;1.83333;0.348442;6.37185;40.46;173.775;0.188858;0.23283;2.54518;4.18766;4.18766;3.37608;3.37608;3.37608;0;0;0;0;0;0;0;0;0;0;0;0;-2.15
ZiSiSte_145;551.75;388.528;1.4201;1.30516;886.75;478.125;228.75;109.75;63.75;34.25;13.375;2;214;79.75;33.25;15.125;8.25;4;2.625;1.875;74.125;21.375;6.25;0.375;0;0;269.875;129.75;71.375;37.375;11.375;0.5;0.166603;0.626597;1.14136;1.51143;2.28233;1.23061;0.588761;0.282477;0.164081;0.0881533;0.0344248;0.00514764;0.0516649;0.107683;0.225415;0.387139;0.550797;0.205262;0.0855795;0.038929;0.021234;0.0102953;0.00675627;0.00482591;1.91729;2.26446;6.37958;0.847247;37.3;351.228;0.0960034;0.106199;9.50355;13.0671;10.9002;4.3503;4.3503;0;0;0;0;0;0.375;0.25;0;0;0.125;0;0;0;2.8
ZiSiSte_146;748.375;503.041;1.4877;1.41762;1267.75;791.375;425.625;189.25;103;54.25;22.25;4.625;258.75;129.25;75.25;49;30;20.5;14;8.375;117.625;23.25;7.875;1;0;0;506.875;219;114.875;55.625;16.25;1.125;0.103734;0.346653;0.749186;1.00575;2.52017;1.57318;0.846104;0.376212;0.204755;0.107844;0.044231;0.00919408;0.0780861;0.111121;0.106642;0.129726;0.514372;0.256937;0.14959;0.0974076;0.0596373;0.0407522;0.0278307;0.0166487;1.36877;1.10714;6.34616;1.16865;68.81;434.231;0.136788;0.158464;24.8493;26.1405;22.4114;21.5652;20.4797;0;16.5592;14.2341;0;0;3.875;3.75;5.5;4.375;3.125;1.375;0.375;0.625;3.02
ZiSiSte_147;251;192.776;1.30203;1.00272;384.375;80.375;0;0;0;0;0;0;187.875;84;17.125;5.875;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0352088;0;0;0;1.9939;0.416935;0;0;0;0;0;0;0.0522526;0.0590817;0.199576;0;0.974577;0.435739;0.0888337;0.0304758;0.00389053;0;0;0;0;0;1.44009;34.25;0;192.776;0;0;1.53041;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;2.546
ZiSiSte_150;311.25;233.606;1.33237;1.07867;554.5;261.375;97.125;36.875;16.25;6.5;1;0;153.25;70;31.125;13.5;7.75;4.25;2.625;1;76.375;26.5;8.75;0.75;0;0;87.75;35.125;17.75;6.5;1;0;0.168416;0.890783;1.78955;2.53916;2.37366;1.11887;0.415765;0.157852;0.0695617;0.0278247;0.00428072;0;0.0725479;0.0930215;0.121386;0.193247;0.65602;0.29965;0.133237;0.0577897;0.0331756;0.0181931;0.0112369;0.00428072;0.522088;0.481481;5.27396;4.02277;20.23;213.376;0.086599;0.0948093;4.40637;6.94138;6.94138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.786
ZiSiSte_151;125.5;117.815;1.06523;0.958139;378;306.875;175.5;85.875;46.125;21;1.625;0;1.25;0;0;0;0;0;0;0;124.375;50.375;20.875;2.5;0;0;213.375;103.25;55;22.125;0;0;0.535651;0.968056;1.65303;2.63145;3.20843;2.60473;1.48963;0.7289;0.391505;0.178246;0.0137929;0;0.209337;0;0;0;0.0106099;0;0;0;0;0;0;0;92.25;42;0;0;20.23;97.5845;0.171711;0.207307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.92
ZiSiSte_152;227.125;187.432;1.21177;1.06237;463.5;329.625;183.75;75.5;34.125;17.125;6;0;48.75;6.125;1.25;0;0;0;0;0;0;0;0;0;0;0;225.125;90.25;40.625;18.75;5.5;0;0.255503;0.605838;2.04159;2.68824;2.47289;1.75863;0.980354;0.402812;0.182066;0.0913663;0.0320116;0;0.0219377;0.111541;0;0;0.260094;0.0326785;0.00666907;0;0;0;0;0;27.3;34.25;2.56595;0.0869237;26.3;161.132;0.140317;0.16322;0.975271;3.10275;0;2.40172;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.36
ZiSiSte_153;133.125;128.379;1.03697;1.02744;380.125;326;195.625;92.875;43.125;11.5;0;0;16.875;0;0;0;0;0;0;0;156.75;68.125;27;4.5;0;0;236.375;109.75;51;13.625;0;0;0.530897;0.880433;1.48238;0;2.96096;2.53936;1.52381;0.723445;0.33592;0.0895786;0;0;0.220416;0;0;0;0.131447;0;0;0;0;0;0;0;86.25;23;0;0;26.02;102.359;0.202681;0.254204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.398
ZiSiSte_154;393.75;296.781;1.32674;1.22098;630.25;359.75;190.125;76.5;35.5;18.5;6.875;0.25;114;37.625;8.375;2.125;0.375;0;0;0;0;0;0;0;0;0;235.125;93.5;42.625;20.75;4.625;0;0.196259;0.611995;1.60176;2.14229;2.12362;1.21217;0.640624;0.257766;0.119617;0.0623356;0.0231652;0.000842373;0.102103;0.174053;0.319266;0;0.384122;0.126777;0.0282195;0.00716017;0.00126356;0;0;0;4.23881;8.70588;6.38331;0.229746;26.3;270.481;0.0886176;0.0972343;3.29032;4.60337;0;3.15561;0;0;0;0;0;0;0.125;0.125;0.125;0.125;0;0;0;0;2.846
ZiSiSte_155;353.125;280.209;1.26022;1.24902;579.5;338.25;183;69.5;29.375;15.25;5.75;0;93.875;29.5;8.125;1.375;0;0;0;0;0;0;0;0;0;0;225.25;85.625;35;16.75;6;0;0.144587;0.442294;1.42565;1.87313;2.0681;1.20714;0.653084;0.248029;0.104833;0.0544237;0.0205204;0;0.113135;0.116707;0;0;0.335018;0.105279;0.0289962;0.00490705;0;0;0;0;3.61538;11.0909;4.71983;0.405526;26.3;253.909;0.0938585;0.10358;3.10926;4.45585;0;3.3351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.261
ZiSiSte_156;266.75;220.535;1.20956;1.15448;489.25;317.25;174.125;66.5;28.375;14.125;4.75;0;71.125;16.625;3.125;1.375;0.125;0;0;0;0;0;0;0;0;0;216.375;81.875;34.375;15.5;5.375;0;0.157294;0.441549;1.72675;2.28704;2.21847;1.43855;0.789557;0.30154;0.128664;0.0640488;0.0215385;0;0.0672404;0.102983;0.439521;0;0.322511;0.0753849;0.0141701;0.00623484;0.000566804;0;0;0;9.08;10.2727;3.27735;0.259617;26.3;194.235;0.119255;0.135403;1.73508;3.17403;0;3.00752;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;1.236
ZiSiSte_158;331;241.152;1.37258;1.06386;456.125;188;90.375;37.375;19.375;7.125;0.125;0;118.125;25.5;4;0.75;0.625;0.125;0;0;0;0;0;0;0;0;114.5;47.125;21.375;8.5;0;0;0.150182;0.714179;1.30271;1.95705;1.89144;0.77959;0.374763;0.154985;0.0803434;0.0295456;0.000518345;0;0.0702864;0.20101;0.472852;0;0.489836;0.105742;0.016587;0.00311007;0.00259172;0.000518345;0;0;4.84375;9.5;5.78206;0.168137;12.53;228.622;0.0519589;0.0548066;4.40918;3.40269;0;0;0;0;0;0;0;0;2.625;1.75;0.75;0.125;0.375;0;0;0;1.705
ZiSiSte_160;845.375;560.891;1.5072;1.47755;1256.62;619.125;209.375;64.75;31.25;13;3;0;483.375;239.5;131.75;76.5;36;24.25;16.125;9.75;0;0;0;0;0;0;298.5;90.875;40.375;16.625;4;0;0.0543236;0.318853;0.954731;1.44681;2.24041;1.10382;0.37329;0.115441;0.055715;0.0231774;0.00534864;0;0.0169889;0.0305905;0.0348246;0.0632467;0.861799;0.426999;0.234894;0.13639;0.0641836;0.0432348;0.0287489;0.0173831;0.237192;0.169935;6.96462;13.3559;28.17;532.721;0.0502237;0.0528795;18.4951;15.9714;0;7.81127;0;0;0;0;0;0;4.75;2.5;3.25;1.125;1.125;0.75;1;0.625;5.71
ZiSiSte_161;366.75;256.957;1.42728;1.05607;564.5;172.375;7.5;0;0;0;0;0;257.875;135.75;45.875;22.5;14;8.625;5.25;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0.00391109;0.0133897;0;0;2.19686;0.670832;0.0291878;0;0;0;0;0;0.00854334;0.0139866;0.0255473;0.0356393;1.00357;0.528298;0.178532;0.0875633;0.0544838;0.0335659;0.0204314;0.00972925;0;0;0.175932;91.75;0;256.957;0;0;5.09195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03
ZiSiSte_164;438.375;314.731;1.39285;1.19767;695.875;340.5;165.25;73.5;38;16.875;6.125;0.25;190.5;82.75;27.625;13.875;8.75;5.5;3.5;2.625;0;0;0;0;0;0;207;90.875;46.625;23;7.375;0.875;0.147435;0.640879;1.1935;1.53603;2.21101;1.08187;0.525051;0.233532;0.120738;0.0536171;0.019461;0.000794328;0.0476786;0.131299;0.200428;0.307568;0.605278;0.262923;0.0877732;0.0440852;0.0278015;0.0174752;0.0111206;0.00834044;1.37557;1.21622;4.87661;1.10284;15.87;298.861;0.0504239;0.0531015;9.68378;8.17338;0;5.12738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86
ZiSiSte_165;339.75;266.267;1.27598;1.20251;884.875;728.25;451;182;66.25;22.625;2.625;0;55.25;31.375;14.75;8.125;3.875;1;0.125;0;163;58.375;25.625;7.5;0;0;530.125;222.125;85.5;25.375;0.875;0;0.133343;0.255426;1.24692;2.43847;3.32327;2.73504;1.69379;0.683525;0.248811;0.0849712;0.00985854;0;0.0940682;0.143289;0.186591;0.479562;0.207499;0.117833;0.0553956;0.0305145;0.0145531;0.00375563;0.000469454;0;4.49153;2.78462;5.09691;0.438883;83.15;183.117;0.312281;0.454082;4.52972;6.69966;6.69966;8.27007;8.27007;0;6.59843;6.59843;0;0;0.25;0.125;0;0;0;0;0;0;0.02
ZiSiSte_167;265.75;215.492;1.23323;1.1193;542.5;311.75;160.875;51.375;8.875;0;0;0;86.75;30.875;9.875;3;0.5;0;0;0;0;0;0;0;0;0;190.625;61.625;10.5;0;0;0;0.165233;0.480428;0.893812;0;2.5175;1.44669;0.746549;0.238408;0.0411849;0;0;0;0.0840613;0.189155;0.334961;0;0.402568;0.143277;0.0458255;0.0139217;0.00232028;0;0;0;0.898734;0;2.79904;0.931848;37.15;178.342;0.172397;0.208308;1.15386;2.44842;0;2.83717;0;0;0;0;0;0;0.125;0.625;0.125;0.5;0.25;0;0;0;1.398
ZiSiSte_168;564.25;398.012;1.41767;1.32326;1089.38;796.25;502.125;247;144.125;79;31.625;4.875;141.875;78.875;32;20.375;13.125;9.625;7.5;5;0;0;0;0;0;0;593.375;296.5;166.75;83.75;31.875;2.125;0.0939447;0.208966;0.382609;0.490057;2.73704;2.00057;1.26158;0.620584;0.362112;0.198486;0.0794574;0.0122484;0.0811497;0.0976568;0.1391;0.2046;0.356459;0.198172;0.0803996;0.0511919;0.0329764;0.0241827;0.0188436;0.0125624;4.50391;3.8773;2.9883;0.612589;74.3;323.712;0.186678;0.229525;14.4283;14.0913;0;16.1281;0;0;8.79588;0;0;0;0;0;0;0;0;0;0;0;1.978
ZiSiSte_169;466.875;340.157;1.37253;1.26355;551.25;100.375;0;0;0;0;0;0;264.5;91.875;31.25;7.75;2.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00185203;0;0;0;1.62057;0.295084;0;0;0;0;0;0;0.00260042;0.0106007;0.024043;0;0.777582;0.270096;0.0918693;0.0227836;0.00734954;0.00146991;0;0;0;0;0.41276;62.5;0;340.157;0;0;6.20405;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;6.5
ZiSiSte_171;221.125;183.663;1.20397;1.05845;447.5;310.75;190;88.25;43.5;13.875;0;0;64.875;16;1.5;0;0;0;0;0;157.625;69.125;31.125;8;0;0;232.875;108.125;52.625;15.375;0;0;0.43287;0.903826;1.51524;0;2.43652;1.69196;1.0345;0.480499;0.236847;0.0755459;0;0;0.13806;0.361926;0;0;0.353228;0.087116;0.00816712;0;0;0;0;0;29;27.75;5.40583;0.0292123;26.02;157.643;0.141672;0.165056;1.08434;1.06712;1.06712;0;0;0;0;0;0;0;0;0.25;0.125;0;0;0;0;0;-0.64
ZiSiSte_173;421.125;312.003;1.34975;1.23055;489.5;86.125;0;0;0;0;0;0;239.5;82.875;22.875;7.375;2.75;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00302066;0;0;0;1.5689;0.276039;0;0;0;0;0;0;0.00225949;0.0100796;0.0120935;0;0.767622;0.265623;0.0733167;0.0236376;0.00881403;0.00240383;0;0;0;0;0.323099;45.75;0;312.003;0;0;4.02548;0;0;0;0;0;0;0;0;0;0.625;0;0;0;0;0;0;0;5.96
ZiSiSte_174;342.375;252.754;1.35458;1.10362;481.5;111;0.5;0;0;0;0;0;219.25;87.375;33.75;15.75;8.375;3.875;2.5;0.875;0;0;0;0;0;0;0;0;0;0;0;0;0.0102805;0.341814;0;0;1.90502;0.439163;0.00197821;0;0;0;0;0;0.0165292;0.0167455;0.0178906;0.108842;0.867445;0.345692;0.133529;0.0623136;0.033135;0.0153311;0.00989105;0.00346187;0;0;0.552009;67.5;0;252.754;0;0;5.58203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.825
ZiSiSte_176;477.75;344.561;1.38655;1.25884;818.125;388.125;171.125;62.5;29.75;13.875;4.5;0.25;249.5;106.625;63.5;37.75;21.875;14;8.375;4.25;34.625;8.375;2.75;0.625;0;0;199.375;70.625;36.125;16;5.125;0;0.0739236;0.3903;1.07095;1.67009;2.3744;1.12643;0.496646;0.18139;0.0863417;0.0402686;0.0130601;0.000725561;0.055925;0.0825805;0.0570955;0.179558;0.72411;0.309452;0.184292;0.10956;0.0634866;0.0406314;0.0243063;0.0123345;0.468504;0.36755;4.58691;4.43908;32.11;312.451;0.093191;0.102768;8.54566;8.28648;4.2713;0;4.69273;0;0;0;0;0;0.5;0.125;0;0;0.125;0;0;0;0.97
ZiSiSte_177;311.5;233.83;1.33217;1.07936;563.25;270.25;95.75;36;16.25;7.25;1.25;0;153.75;70;29.875;14.125;7.375;4.25;2.625;1.125;76;26.375;9.25;1.125;0;0;86.25;35.5;18.25;6.75;0.75;0;0.191712;0.970388;1.95087;2.60381;2.4088;1.15576;0.409486;0.153958;0.069495;0.0310055;0.00534577;0;0.0621383;0.0869373;0.0722743;0.119136;0.65753;0.299363;0.127764;0.0604072;0.03154;0.0181756;0.0112261;0.00481119;0.543933;0.513274;5.60405;4.19258;20.23;213.6;0.0865159;0.0947098;4.37941;4.18853;4.18853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.872
ZiSiSte_179;296.25;235.099;1.26011;1.14417;511.75;285.375;162.75;76.875;42.25;19.625;4.75;0;104.75;30.375;6.375;1.125;0.125;0;0;0;111;45.875;17.875;3.375;0;0;194.75;94.125;49.5;22.5;3.5;0;0.293554;0.840841;1.46221;1.81846;2.17674;1.21385;0.692262;0.32699;0.179712;0.0834756;0.0202043;0;0.0990224;0.25679;0.492451;0;0.445557;0.129201;0.0271163;0.00478522;0.000531691;0;0;0;6.62745;17.4444;6.27082;0.138045;20.23;214.869;0.0860489;0.0941505;2.17058;2.37856;2.37856;0;0;0;0;0;0;0;0.375;0;0;0;0;0;0;0;0.51
ZiSiSte_180;296;231.101;1.28083;1.11605;482.625;246.875;144.5;74.5;40.875;21.75;7.875;0.5;115.25;32.375;9.75;4.375;1.25;0.5;0;0;0;0;0;0;0;0;170.25;85.75;48.75;23.25;7.25;0;0.318555;1.01362;1.75837;2.25597;2.08837;1.06826;0.625268;0.32237;0.176871;0.0941147;0.034076;0.00216356;0.0685368;0.144275;0.305121;0;0.4987;0.14009;0.0421894;0.0189311;0.00540889;0.00216356;0;0;4.19231;4.97143;4.92113;0.420275;17.07;214.031;0.0738638;0.0797548;1.69108;3.29366;0;0;0;0;0;0;0;0;0.125;0;0;0.125;0;0;0;0;1.099
ZiSiSte_182;307.375;248.013;1.23935;1.19486;598.25;371.25;214;100.375;53.375;26.875;9.375;1.375;82.25;24;4.875;1;0.25;0;0;0;81.875;28.375;10.125;1.375;0;0;205.375;105.375;55.875;27.625;6.625;0;0.293732;0.751201;1.47112;2.1886;2.41217;1.4969;0.862858;0.404717;0.215211;0.108361;0.0378005;0.00554407;0.103963;0.234562;0.428398;0;0.331636;0.0967692;0.0196562;0.00403205;0.00100801;0;0;0;10.9487;26.875;5.98596;0.0957285;37.3;210.713;0.150395;0.177018;1.93219;3.10349;1.99951;3.33347;3.33347;0;0;0;0;0;18.375;9.75;6;1.375;0;0;0;0;-0.2
ZiSiSte_185;466.25;317.461;1.46868;1.14075;702;245.875;28.5;0;0;0;0;0;313.625;170.375;65.5;35;23.875;15.125;7.25;5;0;0;0;0;0;0;0;0;0;0;0;0;0.00438987;0.00596421;0;0;2.2113;0.774505;0.0897748;0;0;0;0;0;0.0034694;0.0163239;0.00941894;0.0205677;0.987917;0.53668;0.206325;0.11025;0.0752061;0.0476436;0.0228374;0.01575;0;0;0.486337;131;0;317.461;0;0;10.2813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.472
ZiSiSte_186;504.75;367.484;1.37353;1.31236;979.5;598.5;342;127.125;60.25;28.125;11.5;3.625;207;108.25;50.375;34.25;24.625;16.125;10.25;5.875;156.5;53.75;23.375;9.375;1.75;0;348.875;140.625;66.375;29;10.625;1.25;0.131039;0.349468;0.83339;1.46515;2.66542;1.62864;0.930654;0.345934;0.163953;0.076534;0.0312939;0.00986438;0.0503275;0.0224975;0.0578939;0.0529133;0.56329;0.294571;0.137081;0.0932014;0.0670098;0.0438795;0.0278924;0.0159871;1.19603;0.821168;2.86938;8.48314;89.93;277.554;0.244718;0.324009;10.2129;10.1981;12.9046;5.14237;6.65436;10.2462;1.4167;3.30858;6.61729;0;0.125;0.25;0.125;0.125;0;0.125;0.125;0.125;2.1
ZiSiSte_188;356;263.986;1.34856;1.13291;707.875;430.5;227.625;108.875;61.125;31.375;13.125;1.375;147.375;79.5;24.25;11;7.625;5.25;3.375;2.25;75.375;24.75;8.125;1.25;0;0;256.5;123.875;68.625;35.25;8.625;0.125;0.226309;0.711598;1.3508;1.84063;2.68148;1.63077;0.862261;0.412427;0.231546;0.118851;0.0497185;0.0052086;0.114837;0.181281;0.243374;0.253749;0.558268;0.301152;0.0918609;0.0416688;0.0288841;0.0198874;0.0127848;0.00852317;2.52062;2.85227;5.49961;0.620345;37.3;226.686;0.141295;0.164545;5.12745;5.92458;5.02905;4.43001;4.43001;0;0;0;0;0;0.375;0.25;0;0;0;0;0;0;0.09
ZiSiSte_189;595.75;422.293;1.41075;1.36972;990.5;597.875;316.5;121.625;55.125;28;14.125;4.5;178.125;74.375;30.875;18.25;10.875;5.875;4.125;1.625;79.75;27.5;11.875;4.75;1;0;306.875;120.75;52.5;28.75;11.625;2.25;0.0887121;0.248023;0.718775;1.28197;2.34553;1.41578;0.74948;0.288011;0.130537;0.0663047;0.0334484;0.0106561;0.0213301;0.146055;0.235091;0.289428;0.421804;0.176122;0.0731128;0.0432165;0.0257523;0.0139121;0.0097681;0.00384804;1.78543;1.53425;4.19991;0.637461;55.56;366.733;0.131567;0.1515;11.9433;10.9236;14.4426;6.95822;12.2761;0;1.00615;7.07299;0;0;0.625;1.5;0.625;0.625;0.125;0.25;0.125;0.125;1.56
ZiSiSte_190;211.875;180.566;1.1734;1.07683;425.625;277.125;160.75;77.125;41.75;19.125;4;0;61;15.25;1.5;0;0;0;0;0;111.75;46;19.25;3.5;0;0;198.875;96.375;49.5;22;2.375;0;0.380308;0.893568;1.53986;1.99351;2.35718;1.53476;0.890258;0.42713;0.231218;0.105917;0.0221526;0;0.151971;0.402341;0;0;0.337827;0.0844569;0.00830723;0;0;0;0;0;27.8333;38.25;5.92054;0.0264897;20.23;160.336;0.112037;0.126173;1.08309;1.07205;1.07205;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;-0.814
ZiSiSte_192;210.25;185.134;1.13566;1.12659;409.75;245.25;141.625;71.5;40.125;20.5;7.75;0;76.25;18.875;6.875;1;0;0;0;0;0;0;0;0;0;0;167.75;86.75;47.5;23.875;6.75;0;0.464357;1.19841;2.08382;2.72991;2.21326;1.32472;0.764987;0.386207;0.216735;0.110731;0.0418616;0;0.0939539;0.127886;0;0;0.411864;0.101953;0.0371353;0.0054015;0;0;0;0;5.83636;20.5;4.31419;0.423485;17.07;168.064;0.0922035;0.101569;1.0405;2.60316;0;0;0;0;0;0;0;0;0.125;0;0.125;0;0;0;0;0;-0.21
ZiSiSte_193;204.75;169.325;1.20921;1.01189;250.625;7.625;0;0;0;0;0;0;148.75;45.5;10.625;0.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0142206;0;0;0;1.48014;0.0450316;0;0;0;0;0;0;0.0213993;0.0984981;0;0;0.878486;0.268713;0.062749;0.00369112;0;0;0;0;0;0;1.09114;21.25;0;169.325;0;0;0.839666;0;0;0;0;0;0;0;0;0;0.375;0.5;0;0;0;0;0;0;2.178
ZiSiSte_194;209.125;176.158;1.18715;1.05128;432.875;228;110.25;50.75;23.125;9;1;0;134.625;62.875;35.375;18.75;5.5;1.25;0.125;0;0;0;0;0;0;0;134.375;59.625;28.875;10.875;1.875;0;0.333565;1.22006;2.27503;3.30696;2.45732;1.29429;0.62586;0.288094;0.131274;0.0510906;0.00567673;0;0.0972694;0.282462;0.203442;0.728971;0.76423;0.356925;0.200814;0.106439;0.031222;0.00709592;0.000709592;0;0.65371;0.48;4.29614;1.6741;23.79;152.368;0.135049;0.156135;1.04814;1.6131;0;0;0;0;0;0;0;0;4.375;2.125;4.875;8.875;8.75;3.75;1.625;0;0.324
