Blocks,Seed,TrainingError,TestError
FromLSOpt,325977,15.681539883768346,567.3002485559068
FromLSOpt,549051,8.660005443067872,542.6608884876157
FromLSOpt,218586,19.44989293857691,631.8925484800516
FromLSOpt,894246,12.582380536810923,646.1262087294737
FromLSOpt,353111,13.45760289341974,588.0862978022042
FromLSOpt,394255,11.363008914678986,777.011852158872
FromLSOpt,953125,15.176166459685849,514.0873801041256
FromLSOpt,795547,13.04353250236602,593.8163835077114
FromLSOpt,494250,14.94455427473196,528.0705062227651
FromLSOpt,748415,10.862556846299297,552.2793176965909
FromLSOpt,578232,12.851493481505935,667.7262743434685
FromLSOpt,727935,15.083670954317522,596.1002474519338
FromLSOpt,7448,16.129467288636764,607.2462241687626
FromLSOpt,199376,12.48172931813042,570.5084413821909
FromLSOpt,439243,9.175067478117356,779.2292431566823
FromLSOpt,682533,9.06251916037707,587.7807788959667
FromLSOpt,956741,7.953267964886768,654.1148971942066
FromLSOpt,647855,14.83860810275943,609.420510198665
FromLSOpt,996666,14.291671310681952,567.2626218120688
FromLSOpt,749194,13.348936596924007,619.6553739657586
FromLSOpt,110084,9.949904927871486,530.2038618740588
FromLSOpt,491383,10.144982210589447,783.3195582582093
FromLSOpt,565145,10.723892402385335,634.9731608465131
FromLSOpt,253812,8.720857955318635,770.5404023095396
FromLSOpt,626794,12.081473466382693,619.3149840657941
FromLSOpt,234104,15.12078068538261,624.6461682813119
FromLSOpt,124792,15.380605318293249,623.9503948575991
FromLSOpt,609875,8.552955173877653,828.67790514643
FromLSOpt,672793,12.97436457685055,566.7351610835242
FromLSOpt,761916,13.673756071985785,669.5193395678625
FromLSOpt,588872,16.403051865578576,604.3132581347144
FromLSOpt,365854,12.251436343033408,544.7554421653006
FromLSOpt,131025,12.2221062903976,687.229374620496
FromLSOpt,946454,10.626505704905295,652.7468121632494
FromLSOpt,574324,15.607317266359187,632.6445157729809
FromLSOpt,677650,19.6949206827215,539.9574580860776
FromLSOpt,571586,13.341485470907742,568.8224034044451
FromLSOpt,72716,11.099334143583913,764.7222474265643
FromLSOpt,701116,13.239018284749724,679.0891825494068
FromLSOpt,95217,9.671144208954287,812.3284241795026
FromLSOpt,845515,12.095488623327157,689.1530477914921
FromLSOpt,348995,13.392601348376857,612.1653697831241
FromLSOpt,768309,14.096151449689948,535.7012514601408
FromLSOpt,269059,18.730941460588042,534.4545642326407
FromLSOpt,539631,12.360740578408965,620.0072922604807
FromLSOpt,293905,9.24013362243576,603.5561040879172
FromLSOpt,242194,9.419169210717833,662.5243203058961
FromLSOpt,978070,14.41604101994614,671.5918859675749
FromLSOpt,853242,5.71851769554377,616.2182552286031
FromLSOpt,706065,10.588497692176306,653.0198282052398
FromLSOpt,442139,11.910258968506003,575.1912053019693
FromLSOpt,884577,10.047063962898442,613.3502724669106
FromLSOpt,520741,9.418860353319754,510.2326047841085
FromLSOpt,941831,14.918318040746389,584.3888589233896
FromLSOpt,810699,14.418689761136854,564.9207064782885
FromLSOpt,464848,16.818581715445802,525.676266121442
FromLSOpt,977013,12.619703406919339,930.1872693190414
FromLSOpt,500161,15.411699662375032,590.3209335156355
FromLSOpt,715846,13.386314378276651,610.4899720516307
FromLSOpt,189850,10.797283640497046,528.7451165774914
FromLSOpt,376441,14.028120063218296,1057.72831001871
FromLSOpt,565864,12.22414328207531,664.8107338681499
FromLSOpt,172235,13.61425502384791,711.2461758402218
FromLSOpt,327351,14.384335869905675,551.2303030413298
FromLSOpt,632108,14.566733089149247,556.4599410412286
FromLSOpt,374141,12.162848882224054,634.9466991072134
FromLSOpt,728543,14.059441772000113,736.5036278649062
FromLSOpt,2776,10.913891061299246,538.4651552750877
FromLSOpt,134685,13.209085664927697,499.9951644073991
FromLSOpt,531899,17.623766793363327,627.721794813593
FromLSOpt,73170,11.889806874767523,648.404856195097
FromLSOpt,501756,24.298993923234615,554.1427371770869
FromLSOpt,906940,13.250344856427782,934.5625304336149
FromLSOpt,116769,15.488601063669126,760.8975051191862
FromLSOpt,367197,21.422530156101764,571.7133716827739
FromLSOpt,881164,13.587297171839335,561.1054701001835
FromLSOpt,671891,7.195725410652214,585.072350676114
FromLSOpt,479862,15.34197105001425,728.7938733376694
FromLSOpt,949969,12.876168685850647,653.0709394780819
FromLSOpt,26233,14.288559970263606,713.6650437648528
FromLSOpt,347189,11.466986327937768,670.4201473976765
FromLSOpt,819254,11.898342929534476,497.67075077642085
FromLSOpt,792832,19.735800907049068,618.65142754196
FromLSOpt,967230,16.365456895259875,567.1560152556414
FromLSOpt,471452,13.202910284093253,635.9924435864592
FromLSOpt,193780,13.082403119994954,701.9848147964436
FromLSOpt,941781,10.208213798661248,603.8623061701157
FromLSOpt,669388,13.86402113941798,534.3104332439623
FromLSOpt,892109,9.404136813544268,558.5807403085827
FromLSOpt,356715,10.210485632700367,690.5151107867385
FromLSOpt,728948,13.27561862781997,616.8092798780119
FromLSOpt,400910,17.608090381688626,576.4150102666414
FromLSOpt,314519,16.578477618014137,531.284959242867
FromLSOpt,804720,13.718362863250837,891.7484961017212
FromLSOpt,108778,11.105550912333817,709.0377472534102
FromLSOpt,498061,10.70849490904983,578.13555121225
FromLSOpt,553733,17.118837446624568,643.2930079975082
FromLSOpt,488934,9.093294593093383,734.9033084680659
FromLSOpt,491581,12.084193564487805,600.5603785903028
FromLSOpt,932783,20.580448846179173,831.3693067663949
