Time,TimeCumulative,TrainObj,TrainBest,TestObj,TestBest
28.009509562,28.009509562,949.8471406425521,949.8471406425521,1.0406014363960125e6,1.0406014363960125e6
30.583481638,58.5929912,965.0573378136544,949.8471406425521,1.062424984479292e6,1.0406014363960125e6
38.626220624,97.219211824,969.5187984525223,949.8471406425521,1.0694482012463433e6,1.0406014363960125e6
42.757714009,139.976925833,961.4354725163015,949.8471406425521,1.0613150776261594e6,1.0406014363960125e6
38.759415549,178.736341382,921.8216196533455,921.8216196533455,998294.1093403838,998294.1093403838
38.421594603,217.157935985,920.3910261260488,920.3910261260488,999128.9356603371,999128.9356603371
42.899500393,260.057436378,921.9178244256296,920.3910261260488,1.0007270403632316e6,999128.9356603371
33.784610929,293.842047307,957.4226395138418,920.3910261260488,1.046751251025315e6,999128.9356603371
40.349982969,334.19203027599997,954.1092551151967,920.3910261260488,1.0417178001549015e6,999128.9356603371
44.544580287,378.736610563,955.3953441632924,920.3910261260488,1.044065655401345e6,999128.9356603371
38.572996461,417.309607024,963.9312413568933,920.3910261260488,1.0490835419622972e6,999128.9356603371
26.874139585,444.183746609,923.3696984517107,920.3910261260488,1.0008990524145714e6,999128.9356603371
39.420816361,483.60456297,924.2743569849637,920.3910261260488,1.0039460662740034e6,999128.9356603371
29.42688303,513.031446,955.3953441632924,920.3910261260488,1.044065655401345e6,999128.9356603371
27.204128282,540.235574282,956.3998566304278,920.3910261260488,1.0477238668522533e6,999128.9356603371
39.226005704,579.4615799860001,920.3910261260488,920.3910261260488,999128.9356603373,999128.9356603371
38.750578994,618.21215898,923.8584583349013,920.3910261260488,1.0049138575625021e6,999128.9356603371
37.718974911,655.9311338910001,962.6221828396642,920.3910261260488,1.0389120837991135e6,999128.9356603371
39.291121537,695.222255428,959.9093233473789,920.3910261260488,1.0555512593435769e6,999128.9356603371
35.740888928,730.963144356,926.8970663593532,920.3910261260488,1.0102124620653329e6,999128.9356603371
34.454170751,765.417315107,962.9695308885132,920.3910261260488,1.050185873382894e6,999128.9356603371
37.174865052,802.592180159,958.5565981387925,920.3910261260488,1.0433039661888853e6,999128.9356603371
42.776717369,845.368897528,926.5125121852569,920.3910261260488,1.0105350348497892e6,999128.9356603371
25.261688437,870.630585965,949.8736570040583,920.3910261260488,1.0359866862079483e6,999128.9356603371
33.048816502,903.679402467,963.9312413568933,920.3910261260488,1.0490835419622972e6,999128.9356603371
40.586348772,944.265751239,925.7769169187146,920.3910261260488,1.0005536765159327e6,999128.9356603371
41.699054503,985.964805742,954.2122491142278,920.3910261260488,1.0430343004007336e6,999128.9356603371
41.115880578,1027.08068632,925.9602240658697,920.3910261260488,999141.6544895481,999128.9356603371
34.611377803,1061.6920641230001,955.5487078546937,920.3910261260488,1.0517515117536543e6,999128.9356603371
24.909070378,1086.6011345010002,951.7627974436648,920.3910261260488,1.0410346771867088e6,999128.9356603371
25.942017333,1112.5431518340001,920.3910261260488,920.3910261260488,999128.9356603371,999128.9356603371
40.246860344,1152.790012178,955.5487078546937,920.3910261260488,1.0517515117536543e6,999128.9356603371
30.770212902,1183.56022508,969.9706848848566,920.3910261260488,1.0644435745292737e6,999128.9356603371
38.44504513,1222.00527021,960.4892176812376,920.3910261260488,1.042120205586969e6,999128.9356603371
38.229903149,1260.2351733589999,952.8771449236076,920.3910261260488,1.0472408412938599e6,999128.9356603371
40.398210378,1300.6333837369998,922.0924788509602,920.3910261260488,1.0026349675151798e6,999128.9356603371
36.475800605,1337.1091843419997,921.8216196533455,920.3910261260488,998294.1093403833,999128.9356603371
42.308011358,1379.4171956999996,923.8862912713648,920.3910261260488,1.0068537910573218e6,999128.9356603371
35.725104435,1415.1423001349997,922.2472076098892,920.3910261260488,999365.0156402544,999128.9356603371
34.949898812,1450.0921989469996,927.922521793252,920.3910261260488,1.0201332449319717e6,999128.9356603371
25.277890715,1475.3700896619996,952.275024517467,920.3910261260488,1.0446172388663022e6,999128.9356603371
36.806203235,1512.1762928969997,952.8771449236076,920.3910261260488,1.0472408412938599e6,999128.9356603371
35.05897235,1547.2352652469997,933.4579775964146,920.3910261260488,1.0259048995032109e6,999128.9356603371
23.967389933,1571.2026551799997,963.0395625199411,920.3910261260488,1.0534513201228397e6,999128.9356603371
24.250088785,1595.4527439649996,966.2925215312895,920.3910261260488,1.0583112826255956e6,999128.9356603371
41.918516684,1637.3712606489996,930.0671847837934,920.3910261260488,1.024182257852243e6,999128.9356603371
36.796534551,1674.1677951999995,949.8471406425521,920.3910261260488,1.0406014363960125e6,999128.9356603371
32.88470634,1707.0525015399996,926.512512185257,920.3910261260488,1.0105350348497888e6,999128.9356603371
41.000188839,1748.0526903789996,951.5676084203914,920.3910261260488,1.0324003812411887e6,999128.9356603371
28.522478756,1776.5751691349997,962.0243057654942,920.3910261260488,1.0464084808038855e6,999128.9356603371
