Time,TimeCumulative,Objective,Best
0.312450508,0.312450508,10.017871400136785,10.017871400136785
0.293975444,0.6064259519999999,8.490578047793136,8.490578047793136
0.283931516,0.8903574679999999,8.029383282322229,8.029383282322229
0.375311581,1.265669049,11.27755843040932,8.029383282322229
0.322344179,1.5880132279999999,12.378087542381918,8.029383282322229
0.301032219,1.889045447,9.022392703555786,8.029383282322229
0.301095736,2.190141183,9.84122795910732,8.029383282322229
0.299369138,2.489510321,9.334202963522676,8.029383282322229
0.325407404,2.814917725,9.852873166954334,8.029383282322229
0.309927416,3.1248451409999998,7.798978674318362,7.798978674318362
0.347717081,3.4725622219999996,10.13312309412507,7.798978674318362
0.310638476,3.7832006979999995,10.170946954578413,7.798978674318362
0.305920745,4.089121443,9.735579729813074,7.798978674318362
0.278009571,4.367131014,9.748543513726943,7.798978674318362
0.28411469,4.651245704,10.107713475628362,7.798978674318362
0.284802789,4.9360484929999995,13.218799781699957,7.798978674318362
0.282426047,5.21847454,9.617329103200413,7.798978674318362
0.274492533,5.492967073,7.041098016599679,7.041098016599679
0.282650434,5.775617507,10.090517951126566,7.041098016599679
0.315883148,6.091500655,8.194208175421108,7.041098016599679
0.291467406,6.382968061,8.519512089594476,7.041098016599679
0.291200122,6.674168183,9.670260124070852,7.041098016599679
0.288908111,6.963076294,12.476770172918757,7.041098016599679
0.329891196,7.2929674900000006,10.120349764111689,7.041098016599679
0.290587839,7.583555329,8.004354869269239,7.041098016599679
0.291113189,7.874668518,10.595348288271747,7.041098016599679
0.306434755,8.181103273,7.074260532613052,7.041098016599679
0.294815714,8.475918987,8.478653749185444,7.041098016599679
0.295542739,8.771461726,15.91695316536465,7.041098016599679
0.310501383,9.081963109,8.825862265083208,7.041098016599679
0.292269618,9.374232727,9.682194218593034,7.041098016599679
0.292538939,9.666771666,8.941622892445935,7.041098016599679
0.295047252,9.961818918,10.638435604999236,7.041098016599679
0.295552425,10.257371343,9.691927808578379,7.041098016599679
0.281013215,10.538384558,11.416902915720483,7.041098016599679
0.26941515,10.807799708000001,8.397701555744657,7.041098016599679
