Time,TimeCumulative,Objective,Best
1.947346318,1.947346318,9.98676190683921,9.98676190683921
1.810732174,3.758078492,9.3584676265184,9.3584676265184
1.946223447,5.704301939,9.51916289295978,9.3584676265184
1.805302096,7.509604035,9.63265019953078,9.3584676265184
1.814182797,9.323786832,9.86234467641186,9.3584676265184
2.039508574,11.363295406,9.1111646977612,9.1111646977612
2.063540845,13.426836251,10.5221924080158,9.1111646977612
1.914346741,15.341182992,6.85039340453822,6.85039340453822
1.98016235,17.321345342,7.542050682034,6.85039340453822
1.985001836,19.306347178,10.1844307930337,6.85039340453822
2.092157961,21.398505139,12.0238720443965,6.85039340453822
2.027566172,23.426071311,8.24507065506742,6.85039340453822
2.148736081,25.574807392,11.8517103020432,6.85039340453822
2.067680503,27.642487895,11.9055964057259,6.85039340453822
2.11217349,29.754661385,9.53851576096887,6.85039340453822
1.964527444,31.719188829,11.8297373287277,6.85039340453822
2.161712565,33.880901394,10.1553645473221,6.85039340453822
1.996018847,35.876920241,11.8314110115296,6.85039340453822
2.27243157,38.149351811,10.7895558923997,6.85039340453822
2.107074806,40.256426617,6.8495357204611,6.8495357204611
1.986278973,42.24270559,9.84659970649757,6.8495357204611
2.333495852,44.576201442,9.50003132090357,6.8495357204611
2.142611368,46.71881281,11.892651630427,6.8495357204611
2.21933786,48.93815067,9.59030395904675,6.8495357204611
2.110783437,51.048934107,10.4874840214512,6.8495357204611
2.258271424,53.307205531,7.45386442229246,6.8495357204611
2.212193535,55.519399066,7.40421488896496,6.8495357204611
2.361875603,57.881274669,10.8865296621798,6.8495357204611
2.12753476,60.008809429,10.5591417484341,6.8495357204611
2.044389458,62.053198887,9.64300239993317,6.8495357204611
2.118978009,64.172176896,6.98668603778976,6.8495357204611
2.21109833,66.383275226,7.23958154162501,6.8495357204611
2.104706333,68.487981559,6.89940679692907,6.8495357204611
2.210339367,70.698320926,9.12039186840236,6.8495357204611
2.177474563,72.875795489,10.0977061585277,6.8495357204611
2.074221342,74.950016831,12.5627774654007,6.8495357204611
2.194943213,77.144960044,10.0428527627313,6.8495357204611
2.483688682,79.628648726,9.20167565807383,6.8495357204611
2.131401765,81.760050491,10.8906838510606,6.8495357204611
2.203772007,83.963822498,7.4911599464488,6.8495357204611
2.362314984,86.326137482,10.3027608188808,6.8495357204611
2.189633602,88.515771084,7.89478528139729,6.8495357204611
2.297208911,90.812979995,10.1391880185323,6.8495357204611
2.240337904,93.053317899,7.61206064605801,6.8495357204611
2.260583826,95.313901725,9.62694468794891,6.8495357204611
2.106942225,97.42084395,9.10868824452589,6.8495357204611
2.142575439,99.563419389,11.8852815430891,6.8495357204611
2.2227482,101.786167589,14.9160402150361,6.8495357204611
2.396498239,104.182665828,9.45602747094031,6.8495357204611
2.250463581,106.433129409,9.92643416915252,6.8495357204611
2.114239637,108.547369046,7.2705212591056,6.8495357204611
2.372131252,110.919500298,9.52562392850321,6.8495357204611
2.406926774,113.326427072,9.6295270581113,6.8495357204611
2.161018852,115.487445924,8.13086602186468,6.8495357204611
2.106460292,117.593906216,12.5757061764722,6.8495357204611
2.216310076,119.810216292,11.1063309336514,6.8495357204611
2.343139544,122.153355836,11.228093386714,6.8495357204611
2.132835414,124.28619125,9.72783604025872,6.8495357204611
2.217420897,126.503612147,8.16979787244541,6.8495357204611
2.297439748,128.801051895,14.2344288580381,6.8495357204611
2.053728273,130.854780168,6.96506447574194,6.8495357204611
2.262592835,133.117373003,7.4696941355168,6.8495357204611
2.205520163,135.322893166,7.39839394288603,6.8495357204611
2.148222567,137.471115733,8.94750337704716,6.8495357204611
2.109328353,139.580444086,12.5677607904641,6.8495357204611
2.443222857,142.023666943,10.3871871335361,6.8495357204611
2.120918975,144.144585918,7.6600010299952,6.8495357204611
2.329926617,146.474512535,6.82103907759569,6.82103907759569
2.324741518,148.799254053,10.6993649235351,6.82103907759569
2.353692002,151.152946055,9.97560683005429,6.82103907759569
2.275704997,153.428651052,9.56034022623673,6.82103907759569
2.331054893,155.759705945,10.133444294926,6.82103907759569
2.271161596,158.030867541,10.1638848993071,6.82103907759569
2.316033758,160.346901299,9.68293795200741,6.82103907759569
2.376523485,162.723424784,10.4726804983283,6.82103907759569
2.18304429,164.906469074,6.84659961458694,6.82103907759569
2.133317754,167.039786828,6.96018169992503,6.82103907759569
2.21224437,169.252031198,7.2252650781297,6.82103907759569
2.279452292,171.53148349,10.1420441814852,6.82103907759569
2.276554172,173.808037662,9.04674104243772,6.82103907759569
2.41756259,176.225600252,10.1311042055251,6.82103907759569
2.203150751,178.428751003,9.82970338736096,6.82103907759569
2.544872431,180.973623434,7.54725019116001,6.82103907759569
2.35761614,183.331239574,9.17837806722652,6.82103907759569
2.353619516,185.68485909,10.8941579905961,6.82103907759569
2.215048664,187.899907754,9.88852858160202,6.82103907759569
2.138810913,190.038718667,9.73371851135439,6.82103907759569
2.160389717,192.199108384,10.6965185312805,6.82103907759569
2.210105008,194.409213392,12.1419540348522,6.82103907759569
2.319686825,196.728900217,10.2166399054674,6.82103907759569
2.240233949,198.969134166,11.8896292514512,6.82103907759569
2.22832302,201.197457186,7.25430051893299,6.82103907759569
2.334095378,203.531552564,10.111867111704,6.82103907759569
2.21089321,205.742445774,8.85167447468147,6.82103907759569
2.181902736,207.92434851,8.20084374118939,6.82103907759569
2.296629511,210.220978021,8.46331634681459,6.82103907759569
2.467566637,212.688544658,10.0376889726907,6.82103907759569
2.678849394,215.367394052,9.85117814505601,6.82103907759569
2.161580436,217.528974488,10.1291963346294,6.82103907759569
2.214938743,219.743913231,9.09854889394263,6.82103907759569
